,hate_speech,clean_tweet
457,0,He wanna be my nigga but I am just trinna be his savings account   omg imma funny ass bitch man but that is Real Shit 
9343,0,Fuhk you you hoe I do not want you back classic joint httptcoRSTFFagdwY
23141,0,Yeah you bad but hoe so what
3954,2,LokiHulibele mediacrooks AamAadmiParty They have mix not all are retards AAP is Maoists terroristsCongies and delusional Retards
18851,0,RT dattrulyGUY before I betray them I slit my wrist httptcoHNWQeWSM
184,3,MarkRoundtreeJr LMFAOOOO I HATE BLACK PEOPLE httpstcoRNvDnLCDR This is why there is black people and niggers
4035,0,MarkBLifeStyle SportsCenter Athletics Cant the Yankees make some last weeks moves
20890,0,Slut ass queen bee bitch
20815,0,Shouts out to all my goth bitches
1814,2,kaylendenise I hate that bitch amp the fact that oomf likes her just no  retweeettt x
4397,0,PenguinGraham Yup he did like a straight bitch
20706,0,She a bird for that  Shit was disrespectful Then ran outside n left her man to get bossed on
3263,0,GirlThatsVonte dese bitches n my shot nigga
1482,0,RellHundo whatevaittakes Boney as shit right I seen em walking down the street Ctfu I was in the crib tho He a lucky nig
9620,0,Haha a private industry birthday is needed to all who have celebrated our bday the past month I can not wait for ours I see you nigs lol 
87,0,BrosConfessions This bitch was so ungrateful httptcoebGwbx fr  LULWHORE
10399,0,I gotta bottle of liq at the crib when I get off I am hitting dat bitch bare the liq dat is
12241,0,Kinda just wanna cruise and see if I see that colorful ass bitch walking around Best believe there will be one less clown on this earth
11960,0,It is no wonder my titanium ankle is killing me Woo retarded winter weather texas weather httptcorrKxBwGu
4161,0,MorganSmith he is a little bitch in general  fug Seattle
13057,0,My lil bitch a vet she say she need a dog
24222,0,my bitch is in town httptcoAwSCUEfWkY
20835,0,Shy glizzy sound dumb as shit you know nothing bout medellin
3373,1,HiBye omfg or the other pics of the tranny lmao
1719,0,chrisbrown These hoes ai not loyal i would know cause I am a hoe but my fans damn sure are  real
12555,0,Lmfao rightRT kohkohbxtchzz You knew you was sidechick Stop hating hoe
11305,0,I am just not going to be a bitch to you because we do not speak for reasons It was a decision and it is done and over with why start shit
22199,0,Tired of these hoes breathing my air
6287,0,joshsclafani You are also a better little bitch
17827,0,RT TransaparenT Hi mom last night I was cunt slapping when you texted me about grandpas bypass sorry I did not get back to you until no
9410,0,Get yo bitch jumped by  nigguhs
19413,2,RT kcarmouche How you real do not put NO money on you nigga books But chu buy a bitch Chanel just to hit the Puss
8071,1,Bitches be screaming fuck they nigga but get mad when another bitch fuck they nigga
13919,1,Promise to love you and obeyand hit it more than once a daygirl I say that genuinelyfuck that bitch It is what you sayy
10979,0,I thought it was Legal to beat yo hoe
23938,0,holy shit i am just getting dunked on by a cripple this is unreal
13281,0,Nigga ended up going Juco messing with them hoes and then signed a the smallest of d is moral of the story take what u can get
15614,0,RT ImFinaTweetThat Emmanuel Lil bitch you ai not knowyou can never score from the sideline hoe
11174,0,I will go to class the last  minutes of that hoe
14055,0,RT ArWick Who cares who looks better between Blue Ivy North and whatever other celeb baby Read your kid a book u simple bitch
19701,0,RT mjrsuccess Me amp Wes in this bitch dead
18355,1,RT TraeMartinez ATRLfan ChocolVte baesuschrist VikkiNoSecrets bitch you ugly as fuck are you a fuck tranny  Get Alligator face as
19219,0,RT iamKandiRaven You gotta be able to keep a bitch on her feet or she will be on her knees with the next nigga
21433,0,That warm fuzzy feeling when you are able to give someone a helping hand Talking about medical problems with others can really help
4488,0,RasheedSheen man damn dude come get this bitch lml
14110,0,RT AdamSchein I think it is flat out wrong to blame Brian Cashman for the  Yankees SNYtv
14647,0,RT ChannyMaraj You prolly ate ur dadhe hates you AintItJayy Ok dad RT ChannyMaraj These bitches is really my sons tho Lmaoooooo
22969,0,Wo not catch me sneak dissing thats fo the birds
6075,0,heartlle KaleighMcNasty bitch look like she gon blow away fr
7883,0,BITCH RT jlab Stop thinking ur entitled to politically correct responsesbitch
9279,1,Fuck the church you attend  fuck your god fuck the nigguh you call the savior  It is a fucking new world order baby
17120,0,RT RobSan bighappy gunna have me screaming at bitches and shitlol
20598,0,Said you a mean bitch
6373,0,kayysavage MonteaRollin I know bitch
13404,2,"No these are only whites pies
Well do you have any negro pies"
13250,0,New boss said my buttons on my shirt can not be white So I colored them hoes with a sharpie  glossy
23647,0,bitch you be lagging lol JawShoeeAhhh
18069,1,RT WhoreFandom I am going to let the pussy out like fight night votesos
6337,0,karazopfi Then send them bitches through express mail overnight delivery
8216,0,Bryant must think he is so cute going out w his stupid ass friends and leaving me here but watch when he gets back  lil bitch
12912,0,Mother Nature hates the Yankees and baseball
12843,0,Miami bitches
23808,2,"everybody is favorite phrase to try and end an argument
You do you and I do me 
lmao faggots"
279,0,XXPDOTJDOT Damn near gotta protect my tweets stalkers being annoying you got that dope dick Drive these bitches loco
3910,0,LessonswithKate  I am jst fckn w you I have always wanted to jigg hella good too we jst not wild enough to be in the circle cuz
17497,1,"RT SwiperTheFaux Ayo take this pic for me fam

Hell yeathe hoes gone like that one httptcoFBZaNAVh"
21224,0,Summer time bitch always wild httptcopMorgLhKP
24181,0,lol i liked that album RT az That Double Up Album was so trash sonsmh
8855,0,Drink up bitches
15265,0,RT FuckTraVonn TropicalKyle wendella one time me and this blind bitch was watching a movie
3241,2,Garner heyyyyyyyyyyy fag boy am I gonna watch you play
1395,0,MJ Bcarter or he is eating it cuz he is with a women who just can not cook then u gotta get rid of that hoe
12680,1,Low info people are pissed Oh no Dumb fucks Race baiting bitches
9478,0,Golden Oreos are the best
21009,0,Soft niccas usually send the hate thru the bitches jealous Instagram niccas hatin on ya pictures  Therealkiss
23624,0,bitch do not run to the neighbor he is dead too
2993,0,DecimateIX Ca not even spell right You have the brain of an ape
4435,0,PrinceGreenJr why hold back Just say they are as retarded as their tits are fake there is no in between
14842,0,RT CzarofSwag To the retards chanting USA at the FC Dallas game Kansas is in the USA
5191,0,YFNNESHA I am tired of dat bitch mannn
22833,0,Whoever made these brownies and cookies belongs in heaven
7905,0,Bad bitch on my line tryna give me brains
19085,0,RT hennhenn Happy Halloween bitches  katiedodds halloween CLE httptcoTwAJtreVj
5380,0,AsiaJ lol my bro said it about a bitch but it can be about u
8068,1,Bitches be like im nt beefing over a niggah smh
20086,0,RT sydneysoleil SpiderMan was a bitch highkey tho
2297,2,proFESSOR I bet he is a Starbucks queer
13623,0,On the secret Party mission Live tweaking to mock FATPO
18457,0,RT iMadeHerWise Idc about your story if Petey Pablo said your name in Freek A Leek you automatically a hoe
24424,0,shutup fag MrAugustAIsina on some real shit  females love a real nigga like me 
18990,0,RT fadedfrever she is covering half of her face and she is still more prettier than all of you hoes skndndnddnd httptcoATrKJtGp
2431,3,AmericanWhiteHM I hate that nigger
14841,0,RT CzarZellem Hey Liberalsmeet SenTedCruz future majority leader of the US SenateEnjoy Payback is a bitch p stoprush waar http
21212,0,Sub tweeting and uoeno lol bitch
1124,0,BaabyD cause i look great bitch fuck you mean 
2809,0,CeeMurda yellow fin
5110,0,WHSVGrantCruise birds of a feather You stand with PETA I stand with sanity
8030,0,Bij vraag wat is d naam van de engels des doodsdacht eerst RobertIkIsraeluhm iets met Gargamelhoe heet die kat ook al weeroja Azrael
5919,3,elchavaloko who cares tbh ones a shitty dirty Argentino amp the other is a feather fisted nigger
13328,2,Niggas deserve better bitches
3440,0,IAMKINGRICO I do not fight or want to fight bitches who do not know who the fuck I am Fuck I look like doing that Nigga PLEASE
13003,1,My brothers ex was a fat hog man I swear this is the reason why he does not have any money or anything right now it is cause of that white hoe
5250,0,ZMEGA fasho fasho  Hurry ya ass up nicca
11829,2,Ion care fuck that hoe 
15616,0,RT ImHisTreasure For the last few weeks my name been cripple 
16285,0,RT LoveMeAshMarie I wish it was appropriate to go around slapping bitches when they say stupid shit
15837,0,RT JoeBudden The dating scene so wack out here dog shit super trash
22150,1,This target is ghetto but whatever
12713,0,Makeup save you hoes
22757,0,When you see MARGIEFAYE about to fight a bitch  httptcoKZoNqkfVtB
2436,0,AmorAnjel right  Come then what  Wait another  months  Naaaawwwww  I could be pimpin these hoes lol
2301,0,xabaddea Hard to QA Time is also a pain to mock out in unit tests
11390,0,I am so raw is problem the best song tyga will have anything after that is trash
546,0,Searching the incredible story of  white man is quest to find the ingredients necessary to make Caribbean Jerked Chicken in redneck land
795,0,UMightNotGetIn  fucc nicca BeerandTacOS WeTheLastOnesLeft httptcoFVCVz
15874,1,RT JuanNDaCut When twitter rappers dm me their trash links httptcoyckZiNZZ
14220,0,RT Arrogantiii Ona niggas I will really beat dat hoe up
7989,0,Being a hoe ai not cute ijs
717,0,HellYeah RT BaconGawd No RT HuffingtonPost Happy Fall Pumpkin Spice Oreos are here httptcoprvsKantE httptcohleYmYC
8977,0,Every day I wake up celebrating Why I just dodged a bullet from a crazy bitch
3369,2,Herfarm SteveWorksYou TheDemocrats your low info redneck dumbasses vote for these corporate shills that idiots like you believe dummies
10670,0,I like it when you call me McSully I like when bad bitches pour honey on my silky body it is not even the s
16097,0,RT LLDebbie Amber rose is everything at the vmas Killen every bitch
2896,0,CoreyD damn bro ps trash lol
23991,0,i listened to dedication  about three times exactly any more than that gon make you a pussy eater subsciously
6675,2,michaeldbirch What else do you expect from that nigger lover
18532,0,RT alexYvette GhettoAnnabelle alexYvette do not get me started on you potato head lookin ass bitch
2550,0,BarackObama glad you brought that kid home but he fucked up and should face the UCMJ do not care about Taliban pussies really
1137,0,BestOfAds Rape Cannibalism You Wo not Recognize The Original Versions Of These Fairy Tales httptcoPrnJEFAoi man wtf
2241,0, on flappy bird suck my dick and lick my balls swag
1116,0,AustinMahone just got a new fish it is albino and I named him shaquita yee bahaha
19287,0,RT itscoleharmon Birth Control should be mandatory for some of you hoes
11251,1,I am crazy poke out your eyes slit yo clit you give a shit cuz I am the shit
6215,2,jakiekoelewijn nigga who is bitch u fucking cracker get your gay ass out my mentions
24223,0,my bitch look like a black barbie n nigga imma ken doll breath smellin like filet mignon and menthols
89,3,CBBaby whitethunduh alsarabsss hes a beaner smh you can tell hes a mexican
1136,1,Benkasso I will beat the pussy up that is a hook right thur 
5851,0,"dickburritoz 
every bitches claim"
5310,2,IAMKEN you will make the team them niggas trash Lol
23370,1,You lil stupid ass bitch I ai not fucking with you
22596,0,What an amazing proud day it was today for NKOTB and blockheads Time for bed Good knight
4746,1,StarkFreeOrDie honestly That is where I am the most retarded and is why stuck as artist hoping for a fair dealermanager situation
16228,0,RT LiloNoSnitch bitch bye
14145,0,RT AliyahKorea Whiteculture thinking weave is ratchet and ghetto while extensions are perfectly fine
9064,1,Fat hoes on Twitter calling themselves Barbies bitch you ai not no damn Barbie you a damn care bear
20430,0,RT zmbiedance Gabby is a bitch amp made Jackie make the tea packet first
169,0,LaFlareGodJosh Gucci Mane in jail and dropping mixtapes every month and you hoes can not even text back
12565,0,Lmfaoooooo RT BryceHamilton I am so glad my shorty ai not all over twitter and IG tryna be a famous Columbus hoe 
5870,0,doctorhawrse SLUT BUCKETS especially Dan He a hoe
1968,0, BEST ASIAN MASSAGE ON THE Brooklyn Park slope TOP RATED SPA    httptcosaWpjDtIGN
